tweet,emoji,text,compound,sentiment
Your thoughts on this 👇🤔,👇🤔,Your thoughts on this ,0.0,neutral
yo just brought out the yodel kid at coachella!! 😂🤠🤠,😂🤠🤠,yo just brought out the yodel kid at coachella!! ,0.0,neutral
Im ready to be fine as fuck again 🙄,🙄,Im ready to be fine as fuck again ,-0.0516,negative
I wanna go to a lingerie party they look so fun 😩,😩,I wanna go to a lingerie party they look so fun ,0.787,positive
black on black // nct 😍,😍,black on black // nct ,0.0,neutral
Refs are useless. Kane is bleeding...did you NOT SEE WHEN HE GOT HURT? 🤬 NOW LABANC AND RITCHIE?,🤬,Refs are useless. Kane is bleeding...did you NOT SEE WHEN HE GOT HURT?  NOW LABANC AND RITCHIE?,-0.807,negative
❤️ Joseph,❤,️ Joseph,0.0,neutral
"3 points, 3 goals, clean sheet 💪🏽😁",💪🏽😁,"3 points, 3 goals, clean sheet ",0.4019,positive
[HQ] 180414 THE8 at KCON 2018 JAPAN Red Carpet © THE8%,©,[HQ] 180414 THE8 at KCON 2018 JAPAN Red Carpet  THE8%,0.0,neutral
"The look of a team that scored 12 unanswered runs to get the win. 👏,",👏,"The look of a team that scored 12 unanswered runs to get the win. ,",0.5859,positive
Happy happy Happy birthday! 💖 manlibre ka naman HAHAHAHAHAHA Stay wat u r! Enjoy ur day💖 sml💖,💖💖💖,Happy happy Happy birthday!  manlibre ka naman HAHAHAHAHAHA Stay wat u r! Enjoy ur day sml,0.9421,positive
"WANNA ONE PHOTO ESSAY BOOK 📘 ~ MY, SG &amp; INA only 🇲🇾 🇸🇬 🇮🇩 ~ Must be following me ~ RT this tweet (NO SAVED/GIVEAWAY A…",📘,"WANNA ONE PHOTO ESSAY BOOK  ~ MY, SG &amp; INA only 🇲🇾 🇸🇬 🇮🇩 ~ Must be following me ~ RT this tweet (NO SAVED/GIVEAWAY A…",0.0,neutral
When she’s teased you once too often ... and she finally gets what she’s been aching for 😏😈,😏😈,When she’s teased you once too often ... and she finally gets what she’s been aching for ,-0.6597,negative
Catering,,Catering,0.0,neutral
"He is a belter, different from the rest 😍🧡",😍🧡,"He is a belter, different from the rest ",0.0,neutral
Describe debating with a Trump supporter in four pictures... 😐,😐,Describe debating with a Trump supporter in four pictures... ,0.2732,positive
☺️ thanks baby 💙,☺💙,️ thanks baby ,0.4404,positive
This is all too relatable right now.... ❄️,❄,This is all too relatable right now.... ️,0.0,neutral
lol fuck grandma they were the shit to wear in middle school with those babydoll ballet flats too 😂,😂,lol fuck grandma they were the shit to wear in middle school with those babydoll ballet flats too ,0.5106,positive
I know what you mean sweetie 😊 I love his Cock 💋💋,😊💋💋,I know what you mean sweetie  I love his Cock ,0.7783,positive
It's the 83rd tag and it is trending.! That's the power of MSGians! 💪 The result of…,💪,It's the 83rd tag and it is trending.! That's the power of MSGians!  The result of…,0.0,neutral
BLACK👏🏾PEOPLE👏🏾DIDN’T👏🏾 ASK👏🏾TO👏🏾COME👏🏾TO👏🏾 AMERICA👏🏾 &amp; leave the abundant land of MAMA Africa filled with Diamonds…,👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,BLACKPEOPLEDIDN’T ASKTOCOMETO AMERICA &amp; leave the abundant land of MAMA Africa filled with Diamonds…,-0.0516,negative
I tried it as well. Do you recognize all the characters? ✨,✨,I tried it as well. Do you recognize all the characters? ,0.2732,positive
'DNA' MV on Youtube is close to 350M Views and 5M likes 🎉 Currently +339M Views +4.9M likes 👍 Pls stream + lik…,🎉👍,'DNA' MV on Youtube is close to 350M Views and 5M likes  Currently +339M Views +4.9M likes  Pls stream + lik…,0.7096,positive
Pat pat 📹: mr.pokee,📹,Pat pat : mr.pokee,0.0,neutral
"Love you, see u in 2 days❤️❤️❤️",❤❤❤,"Love you, see u in 2 days️️️",0.6369,positive
Exploring the big city life 😎!,😎,Exploring the big city life !,0.0,neutral
"A very happy birthday to the Twelfth Doctor, Peter Capaldi! 🎉",🎉,"A very happy birthday to the Twelfth Doctor, Peter Capaldi! ",0.6468,positive
This is th difference between People’s respect for their leaders.👏👏 Watch till th end 😋,👏👏😋,This is th difference between People’s respect for their leaders. Watch till th end ,0.4767,positive
"""A championship for the city, my city, is all I care about now."" 📽️ Obsession by » ht…",📽,"""A championship for the city, my city, is all I care about now."" ️ Obsession by » ht…",0.5719,positive
Comment “💔” on this IG post for a follow back!!,💔,Comment “” on this IG post for a follow back!!,0.0,neutral
I need to gear up also 😱😭,😱😭,I need to gear up also ,0.0,neutral
summer right around the corner i need to shake back 😭,😭,summer right around the corner i need to shake back ,-0.1779,negative
They Spoke From Their Hearts. FEARLESSLY! ✊🏾🔥 I Respect You.,✊🏾🔥,They Spoke From Their Hearts. FEARLESSLY!  I Respect You.,0.7371,positive
🐥[KPOP EXPLOSION] PM 7:10~8:10 KST 1. : 104.7K+ 2. : 57K+ VOTE FOR BTS,🐥,[KPOP EXPLOSION] PM 7:10~8:10 KST 1. : 104.7K+ 2. : 57K+ VOTE FOR BTS,0.0,neutral
🍀 PLS RT :( please help us find a blood donor for my baby Mochi. if you’d be willing to donate just DM me. he needs it ASAP…,🍀, PLS RT :( please help us find a blood donor for my baby Mochi. if you’d be willing to donate just DM me. he needs it ASAP…,0.4824,positive
😂 at least you honest,😂, at least you honest,0.5106,positive
He went a lil cray cray didn't he.😳😆🚀,😳😆🚀,He went a lil cray cray didn't he.,0.0,neutral
The new beauty collection by Nadine x BYS is finally here ✨ The Lustrous Limited Edition collection is now available in ov…,✨,The new beauty collection by Nadine x BYS is finally here  The Lustrous Limited Edition collection is now available in ov…,0.4404,positive
I’ve been wanting to show these things since they drawing were in my sketchbook. 🤩☺️,🤩☺,I’ve been wanting to show these things since they drawing were in my sketchbook. ️,0.0,neutral
happy birth day 🎁🎂🎈🎉🎊 Good morning😊🌹⛄️❄️,🎁🎂🎈🎉🎊😊🌹⛄❄,happy birth day  Good morning️️,0.765,positive
It’s another 90 😩,😩,It’s another 90 ,0.0,neutral
oh my god.. im so excited for Rich Man!!! Junmyeon and the female lead of the drama look so cute 😭😭😭😭 I’m almost tearing u…,😭😭😭😭,oh my god.. im so excited for Rich Man!!! Junmyeon and the female lead of the drama look so cute  I’m almost tearing u…,0.9139,positive
➫ NCT We the Dream Chaser       and  🔜,🔜,➫ NCT We the Dream Chaser       and  ,0.25,positive
Twitter do your thing and help a sis out !! Trying to take my handsome boxer to prom!! RT RT!😤,😤,Twitter do your thing and help a sis out !! Trying to take my handsome boxer to prom!! RT RT!,0.7946,positive
Becoming far too attached to being home- want to take Emily and back w me 😭😭,😭😭,Becoming far too attached to being home- want to take Emily and back w me ,0.0772,positive
Live now on with in the guest mix. Lock in! 🔐 …,🔐,Live now on with in the guest mix. Lock in!  …,0.0,neutral
Gain 500 follows in 20 mins 👉RT fast 👉Follow All Who RT &amp; Like…,👉👉,Gain 500 follows in 20 mins RT fast Follow All Who RT &amp; Like…,0.5267,positive
"im antisocial in person , I only speak when spoken to 🤷🏽‍♀️😩",🤷🏽♀😩,"im antisocial in person , I only speak when spoken to ‍️",0.0,neutral
Happy weekend my friends. 💖,💖,Happy weekend my friends. ,0.7783,positive
treat her right or watch another man do it 🤷🏾‍♀️ i’m glad she’s finally happy 😍,🤷🏾♀😍,treat her right or watch another man do it ‍️ i’m glad she’s finally happy ,0.8555,positive
Hoon tweetingICs 😭😭😭😭😭 he's so sweet,😭😭😭😭😭,Hoon tweetingICs  he's so sweet,0.5949,positive
A'ja Wilson. Kelsey Mitchell. Diamond DeShields. This year's rookie class is bringing serious game to the WNBA 🔥 https:…,🔥,A'ja Wilson. Kelsey Mitchell. Diamond DeShields. This year's rookie class is bringing serious game to the WNBA  https:…,0.2732,positive
I can’t wait to be 21 🙏🏻,🙏🏻,I can’t wait to be 21 ,0.0,neutral
LMAOOO mom said “ ministry “ 😭😭😭,😭😭😭,LMAOOO mom said “ ministry “ ,0.0,neutral
Good morning 🍵🍵🍵🍵🍵🍵,🍵🍵🍵🍵🍵🍵,Good morning ,0.4404,positive
Rep ah kaya gini. Uwaaaah Kino-aaaah! Gimme your chance to know more about youu~ pick me juseyooo~ 👉👈,👉👈,Rep ah kaya gini. Uwaaaah Kino-aaaah! Gimme your chance to know more about youu~ pick me juseyooo~ ,0.3164,positive
Happy Birthday Namjoo !! 💐 🎂 💕,💐🎂💕,Happy Birthday Namjoo !!   ,0.6467,positive
Celebrating the graduation of my sister and home coming of my mader 💖,💖,Celebrating the graduation of my sister and home coming of my mader ,0.5719,positive
🖤 let me know if you trying to network babe. There’s tons of opportunities.,🖤, let me know if you trying to network babe. There’s tons of opportunities.,0.3818,positive
It’s time to get back to being Incredible. Watch the new trailer for  now 💥,💥,It’s time to get back to being Incredible. Watch the new trailer for  now ,0.0,neutral
“I could buy designer but this fit” 🎶,🎶,“I could buy designer but this fit” ,0.0,neutral
Oh man and I was just there! 😩,😩,Oh man and I was just there! ,0.0,neutral
The Way You Look Tonight- Daniel Padilla and Sarah G (part 1)  © Love De Ocampo …,©,The Way You Look Tonight- Daniel Padilla and Sarah G (part 1)   Love De Ocampo …,0.6369,positive
Watch them go to the Final of Europa my boy 😴,😴,Watch them go to the Final of Europa my boy ,0.0,neutral
Who is your PFA Player of the year? Salah - 🔄 De Bruyne - ❤,🔄❤,Who is your PFA Player of the year? Salah -  De Bruyne - ,0.0,neutral
🔴LIVE: Trials of the LULZ 🧐,🔴🧐,LIVE: Trials of the LULZ ,0.5766,positive
"&amp;  have sold more than 167,000 copies on US iTunes 🇺🇸 …",,"&amp;  have sold more than 167,000 copies on US iTunes 🇺🇸 …",0.0,neutral
"📣 TGU followers, it's competition time! We've teamed up with to give away one of their amazing print…",📣," TGU followers, it's competition time! We've teamed up with to give away one of their amazing print…",0.6239,positive
Pat pat 📹: mr.pokee,📹,Pat pat : mr.pokee,0.0,neutral
I been checking ppl all week. 🤦🏿‍♀️,🤦🏿♀,I been checking ppl all week. ‍️,0.0,neutral
📷 | guribeiromake via InstaStories. ❤😍,📷❤😍, | guribeiromake via InstaStories. ,0.0,neutral
this night. 🐭,🐭,this night. ,0.0,neutral
I hope y’all ready for this next generation 😂 all our kids growing up together so you already know how they gonna A…,😂,I hope y’all ready for this next generation  all our kids growing up together so you already know how they gonna A…,0.7269,positive
[MISC] 180414 Translation of a fan’s tweet about Lee Sooman meeting Kyungsoo’s legendary Universe photocard 😂😂😂 ©️xiu…,😂😂😂©,[MISC] 180414 Translation of a fan’s tweet about Lee Sooman meeting Kyungsoo’s legendary Universe photocard  ️xiu…,0.0,neutral
📷 bbc-chan: Neko &amp; Flutter Sapphic Neko and this artwork belong to Flutter is property of...,📷, bbc-chan: Neko &amp; Flutter Sapphic Neko and this artwork belong to Flutter is property of...,0.0,neutral
"Sorry for confusing you, mate 🐶😅",🐶😅,"Sorry for confusing you, mate ",-0.296,negative
Entertainment doing the most for the Country 🌎,🌎,Entertainment doing the most for the Country ,0.4215,positive
When did you guys have sex 😂😃😄😅😆,😂😃😄😅😆,When did you guys have sex ,0.0,neutral
It does! The roof has now been reset 🔨 We start on resetting the interior next week.,🔨,It does! The roof has now been reset  We start on resetting the interior next week.,0.0,neutral
Names of men who are 💯 faithful - Godfred - Derrick - Emmanuel - Albert - Nigel - Papi - Owusu - Yaw - Hector - Nsafoah - F…,💯,Names of men who are  faithful - Godfred - Derrick - Emmanuel - Albert - Nigel - Papi - Owusu - Yaw - Hector - Nsafoah - F…,0.4404,positive
Please spread the word 📢 A great game for great causes 🌊🌊 🏉 🔥🔥    🏆🏆,📢🌊🌊🏉🔥🔥🏆🏆,Please spread the word  A great game for great causes       ,0.8885,positive
😘 The two most powerfu…,😘, The two most powerfu…,0.0,neutral
🎁🎁Fast giveaway 🎁🎁 1xNordVPN premium account Retweet🔁 and like ❤ Ends at 10-15 retweets,🎁🎁🎁🎁🔁❤,Fast giveaway  1xNordVPN premium account Retweet and like  Ends at 10-15 retweets,0.3612,positive
📢-⭐⭐⭐⭐⭐ We have a current Airdrop running where all participants will receive $DTZ tokens Please h…,📢⭐⭐⭐⭐⭐,- We have a current Airdrop running where all participants will receive $DTZ tokens Please h…,0.3182,positive
Yooo Dez I wouldn’t mind having you and Obj...,,Yooo Dez I wouldn’t mind having you and Obj...,0.0,neutral
"A fan dressed up as no-face and when it was donghae’s turn, he got a shock and stood up 😂 he also wanted to take off the fan’…",😂,"A fan dressed up as no-face and when it was donghae’s turn, he got a shock and stood up  he also wanted to take off the fan’…",-0.0772,negative
"What a great innings tonight. 👏👏👏👏👏👏 Jason. Still wish you were batting too, KP.🤗🤗🤗",👏👏👏👏👏👏🤗🤗🤗,"What a great innings tonight.  Jason. Still wish you were batting too, KP.",0.7783,positive
Keep it up ya. 💪,💪,Keep it up ya. ,0.0,neutral
I want to  Andy with 14 BBCs 😈🍆,😈🍆,I want to  Andy with 14 BBCs ,0.0772,positive
It's not even like that 😅,😅,It's not even like that ,-0.2755,negative
Get ready for our most incrEDIBLE episode yet 🙃,🙃,Get ready for our most incrEDIBLE episode yet ,0.3612,positive
Don't let the world take away your kindness 😢,😢,Don't let the world take away your kindness ,0.4588,positive
"Amazing, see you there Anna 🇦🇹",,"Amazing, see you there Anna 🇦🇹",0.5859,positive
"Happy birthday Bhargav!! You're the best, hope you have a great day🤠❤️",🤠❤,"Happy birthday Bhargav!! You're the best, hope you have a great day️",0.9476,positive
180413 BigHit’s Weibo Post [ Spring Day Manual by 🐨🐰,🐨🐰,180413 BigHit’s Weibo Post [ Spring Day Manual by ,0.0,neutral
Cai Xukun being soft to minion alone there's no 9% member who cares LOL so he looked to them😂,😂,Cai Xukun being soft to minion alone there's no 9% member who cares LOL so he looked to them,0.516,positive
RT for Ramos🇪🇸 LIKE for Chiellini🇮🇹,,RT for Ramos🇪🇸 LIKE for Chiellini🇮🇹,0.4995,positive
Jason Roy ❤️❤️❤️❤️❤️❤️,❤❤❤❤❤❤,Jason Roy ️️️️️️,0.0,neutral
Y’all got my address 👌🏼,👌🏼,Y’all got my address ,0.0,neutral
"💥FLASHBACK: CNN HOST IS SPEECHLESS When Syrian Chemical Attack Survivor Thanks Trump…""We don't want to become refugees…Help u…",💥,"FLASHBACK: CNN HOST IS SPEECHLESS When Syrian Chemical Attack Survivor Thanks Trump…""We don't want to become refugees…Help u…",0.2681,positive
why does my dryer sound like a classic song 😂,😂,why does my dryer sound like a classic song ,0.3612,positive
Job done ✅ Congratulations to for the Hattrick ⚽️⚽️⚽️ Just waiting on confirmation for the other 2 goals 📞📲,✅⚽⚽⚽📞📲,Job done  Congratulations to for the Hattrick ️️️ Just waiting on confirmation for the other 2 goals ,0.5994,positive
